Ground_truth Keywords,Extracted Keywords,Precision,Recall,F1-score,n_gt_keywords,n_extraced_leywordsP@5,R@5,F@5,P@10,R@10,F@10,P@15,R@15,F@15,NDCG,MAP
"['emotional attachment', 'performance factors', 'productivity', 'staff turnover', 'organisational commitment']","['organisation', 'knowledge-based structures', 'substantial body', 'common features inherent', 'knowledge management', 'imperatives', 'business enterprises', 'new areas', 'staff turnover', 'contemporary environment', 'productivity', 'range', 'consequences', 'literature', 'impact', 'competitive position', 'organisational commitment organisational commitment', 'emotional attachment', 'approaches', 'typical form', 'employee', 'concept', 'value', 'individual', 'implementation']",0.12,0.6,0.19999999999999998,5,25,0.0,0.0,0.0,0.1,0.2,0.13333333333333333,0.13333333333333333,0.4,0.2,0.41842410576962646,0.165993265993266
"['customer service', 'legal firms', 'technical skills', 'business experience']","['firm', 'web site', 'company', 'technical skills', 'sure', 'work', 'target', 'depth', 'budget', 'paper', 'investment', 'track record', 'breadth', 'business experience', 'good portfolio', 'factors', 'specification', 'return', 'excellent customer service', 'comfortable', 'key tests']",0.09523809523809523,0.5,0.16,4,21,0.2,0.25,0.22222222222222224,0.1,0.25,0.14285714285714288,0.13333333333333333,0.5,0.2105263157894737,0.4394912673381669,0.18517080745341613
"['litigation support systems', 'legal team']","['original paper', 'e-mail', 'litigation support systems', 'scanning', 'listing', 'documents', 'disclosure', 'printing', 'costs point', 'ibid', 'unnecessary', 'view', 'author', 'species', 'proportionate', 'vol', 'evolution', 'helpful', 'legal team', 'task']",0.1,1.0,0.18181818181818182,2,20,0.2,0.5,0.28571428571428575,0.1,0.5,0.16666666666666669,0.06666666666666667,0.5,0.11764705882352941,0.4484424982487236,0.21929824561403508
"['corporate intranets', 'streaming media', 'broadcasting technology']","['intranets', 'broadcasts', 'chief operating officer', 'mark hawkins', 'picture', 'uk-based', 'staff', 'media specialist twofourtv', 'firms']",0.0,0.0,0.0,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3933709804330384,0.25
"['pervasive computing', 'middleware']","['reconfigurable context-sensitive middleware', 'devices', 'context-sensitive applications', 'data', 'sensors', 'pervasive', 'runtime operations', 'development', 'spontaneous information exchange', 'user actions', 'ad hoc communication support', 'context-sensitive pervasive computing software']",0.0,0.0,0.0,2,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31798276946713805,0.14285714285714285
"['pervasive computing', 'knowledge workers', 'networked peripheral devices', 'electronic whiteboard', 'data sources']","['pervasive computing system', 'interactions', 'networked peripheral devices', 'user', 'knowledge workers', 'kimura system', 'variety', 'physical context', 'electronic whiteboard', 'independent tools', 'virtual', 'data sources']",0.3333333333333333,0.8,0.47058823529411764,5,12,0.4,0.4,0.4000000000000001,0.3,0.6,0.4,0.3333333333333333,0.8,0.47058823529411764,0.5836168734186289,0.3569230769230769
"['security', 'large networks']","['firewall card shields', 'power', 'pci card', 'slotshield', 'space', 'large networks']",0.16666666666666666,0.5,0.25,2,6,0.0,0.0,0.0,0.16666666666666666,0.5,0.25,0.16666666666666666,0.5,0.25,0.4227898344066506,0.22619047619047616
"['hotel security', 'site management', 'operating strategies']","['cctv systems', 'hotel security', 'security realities', 'construction engineers', 'site management', 'integrators', 'staff interactions', 'architects', 'clientele', 'range', 'objectives', 'operating strategies', 'new hotel properties', 'consideration', 'consultants', 'problems', 'criminals', 'lodging establishments', 'complicated', 'familiar', 'sophisticated', 'professionals', 'pitfalls', 'costly', 'eyes']",0.12,1.0,0.21428571428571425,3,25,0.4,0.6666666666666666,0.5,0.2,0.6666666666666666,0.30769230769230765,0.2,1.0,0.33333333333333337,0.6044407203356115,0.3833333333333333
"['property industry', 'electronic data exchange', 'standard', 'software packages', 'databases', 'seamless transfer']","['electronic data exchange', 'software packages', 'electronic transfer', 'property industry', 'definitions', 'rules', 'unprecedented change', 'set', 'key business areas', 'pisces', 'property information systems common exchange', 'different types', 'standard', 'hm land registry', 'period', 'attractive prospect', 'real estate', 'piece', 'technology', 'databases', 'systems', 'consultation', 'solutions', 'organisations']",0.20833333333333334,0.8333333333333334,0.33333333333333337,6,24,0.6,0.5,0.5454545454545454,0.3,0.5,0.37499999999999994,0.26666666666666666,0.6666666666666666,0.3809523809523809,0.836596464799883,0.5912820512820512
"['privacy', 'pervasive computing']","['information spaces', 'privacy control', 'theoretical model', 'privacy objectives', 'context-aware systems', 'four-layer om-am', 'architectures', 'mechanisms', 'ravi sandhu', 'resources', 'important privacy-relevant contextual factors', 'services', 'idea', 'pervasive computing environments', 'way', 'core abstraction', 'article', 'decentralization', 'desirable property', 'unified privacy tagging']",0.0,0.0,0.0,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27303968960032116,0.09090909090909091
"['pervasive computing', 'news', 'weather', 'traffic reports', 'directory services']","['nonlocal news', 'mobile', 'weather', 'pervasive computing environments', 'local', 'traffic reports', 'great promise', 'directory services', 'data management', 'large scale']",0.3,0.6,0.4,5,10,0.2,0.2,0.20000000000000004,0.3,0.6,0.4,0.3,0.6,0.4,0.5836449123385634,0.375
"['medical informatics', 'medical image management', 'data mining', 'natural language processing']","['development', 'medical informatics', 'information systems', 'medical information', 'diogene data', 'humanist', 'deep humanism', 'creativity', 'hon', 'trustworthiness', 'generosity', 'terminologies', 'care providers', 'foundation', 'visionary mind', 'molecular imaging', 'rigorous design', 'clinical research', 'quality', 'ontologies', 'health-on-the net', 'pacs', 'protein electrophoreses', 'possible thanks', 'professor jean-raoul scherrer', 'achievements', 'patients', 'patient-oriented application', 'accomplishments', 'visions', 'determination', 'picture archiving', 'human-centered', 'leader', 'support', 'need', 'web', 'true pioneer', 'medical image management', 'way', 'man-machine interfaces', 'legacy', 'basis', 'innovative natural language processing techniques', 'federated environments', 'innovative concepts', 'parallel', 'objective', 'scientific background', 'healthcare', 'work', 'years', '70s']",0.03773584905660377,0.5,0.07017543859649122,4,53,0.2,0.25,0.22222222222222224,0.1,0.25,0.14285714285714288,0.06666666666666667,0.25,0.10526315789473685,0.45440109092029785,0.17418414918414918
"['data interchange model', 'numerical lab data', 'summary findings', 'health status assessment']","['exchange', 'health-checkup data', 'hdml', 'health', 'health-checkup data markup language', 'sgml', 'summary findings', 'successful', 'medical data interchange model', 'health-checkup facilities', 'structure', 'improvement', 'transfer', 'objectives', 'qualitative', 'basis', 'feasibility study', 'standard protocol']",0.05555555555555555,0.25,0.0909090909090909,4,18,0.0,0.0,0.0,0.1,0.25,0.14285714285714288,0.06666666666666667,0.25,0.10526315789473685,0.39687036012759846,0.17857142857142855
"['discrete time systems', 'state estimation', 'linear observer', 'neural network']","['variable structure intelligent control', 'vsc', 'pm synchronous servo motor', 'practical operating results', 'neural network', 'novel approach', 'online', 'parameter', 'pmsm', 'effectiveness', 'discrete time systems', 'uncertainty', 'state estimation', 'paper', 'linear observer']",0.26666666666666666,1.0,0.4210526315789474,4,15,0.2,0.25,0.22222222222222224,0.1,0.25,0.14285714285714288,0.26666666666666666,1.0,0.4210526315789474,0.4600415304122848,0.21981351981351982
"['modernisation', 'electronic delivery', 'public services', 'legal issues']","['e-government', 'author', 'clear', 'computers', 'electronic delivery', 'main issues', 'hints', 'transformation', 'public services', 'introduction', 'special legal issues']",0.18181818181818182,0.5,0.26666666666666666,4,11,0.2,0.25,0.22222222222222224,0.2,0.5,0.28571428571428575,0.18181818181818182,0.5,0.26666666666666666,0.4765644458375647,0.2594017094017094
"['paperless office', 'legal files', 'electronic storage', 'file archive']","['legal files', 'electronic storage', 'copy', 'office', 'deterioration', 'loss', 'change', 'exercise', 'future reference', 'solicitor', 'significant', 'benefits', 'complete', 'law society rules', 'area', 'electronic media', 'client', 'site', 'e-mail', 'cd-rom format', 'time', 'pocket', 'able', 'principle', 'available online', 'protocol', 'laptop', 'remote working', 'orang utans']",0.06896551724137931,0.5,0.1212121212121212,4,29,0.4,0.5,0.4444444444444445,0.2,0.5,0.28571428571428575,0.13333333333333333,0.5,0.2105263157894737,0.7935563052420315,0.564516129032258
"['criminal law', 'international agreement']","['english criminal law', 'appeal', 'court', 'author', 'international agreement', 'site', 'decision', 'perrin', 'submission', 'europe', 'england', 'wrong', 'cybercrime convention', 'council', 'approach', 'material', 'cooperation', 'wales', 'indication', 'recent case', 'ambit', 'limited areas', 'content', 'offence', 'unpalatable conclusion', 'cyberobscenity']",0.038461538461538464,0.5,0.07142857142857144,2,26,0.2,0.5,0.28571428571428575,0.1,0.5,0.16666666666666669,0.06666666666666667,0.5,0.11764705882352941,0.36474127938888434,0.13703703703703704
"['templated zeolite synthesis', 'materials function', 'chemical composition', 'structure directing agent', 'a priori information']","['templated zeolite synthesis', 'high throughput', 'strategies', 'model', 'redesign', 'design', 'structure', 'agent', 'chemical composition', 'materials', 'priori information', 'effective', 'structure-directing libraries', 'multi-round protocols', 'best']",0.13333333333333333,0.4,0.2,5,15,0.2,0.2,0.20000000000000004,0.2,0.4,0.26666666666666666,0.13333333333333333,0.4,0.2,0.6854095092507341,0.4111111111111111
"['job applicant', 'practical abilities']","['vendor-run accreditation schemes', 'job applicant', 'cases', 'objective measure', 'skills', 'networking', 'true extent', 'practical abilities', 'vendor qualifications']",0.2222222222222222,1.0,0.3636363636363636,2,9,0.2,0.5,0.28571428571428575,0.2222222222222222,1.0,0.3636363636363636,0.2222222222222222,1.0,0.3636363636363636,0.5802792108518124,0.375
"['general enterprise model', 'decision making', 'problem domains', 'enterprise modelling frameworks', 'operational level', 'dynamic modelling issues', 'public sector organisations', 'case study']","['models', 'gem', 'general enterprise model', 'framework', 'money', 'research', 'problem domains', 'unlimited scope', 'majority', 'manufacturing companies', 'time', 'area', 'single perspective', 'public sector organisations', 'wide range', 'paper', 'reluctant', 'applicable', 'operational level', 'key design issues', 'decision making', 'traditional', 'development', 'smes', 'methodology', 'plug', 'simple case study', 'search']",0.17857142857142858,0.625,0.2777777777777778,8,28,0.2,0.125,0.15384615384615385,0.2,0.25,0.22222222222222224,0.2,0.375,0.26086956521739135,0.5439678338914348,0.25701855445064276
"['information processing perspective', 'organizational structures', 'environmental instability', 'information technology']","['organizational structures', 'new forms', 'task environment', 'organization design', 'article', 'information technology', 'organizational design', 'new models', 'development', 'fit requirements', 'relative stability', 'historical linkage', 'time', 'substitute', 'second world war', 'managers', 'matrix', 'advances', 'catalyst', 'hypothesis', 'paper', 'information processing perspective', 'support mechanism', 'network', 'authors', 'present environmental instability', 'evolving', 'influence', 'role']",0.10344827586206896,0.75,0.18181818181818182,4,29,0.2,0.25,0.22222222222222224,0.2,0.5,0.28571428571428575,0.13333333333333333,0.5,0.2105263157894737,0.6945333461507679,0.40075757575757576
"['measured acceleration', 'angular velocity', 'wearable sensors', 'preselected locations', 'transitions', 'sitting', 'standing', 'walking']","['location recognition', 'wearable sensors', 'dead-reckoning method', 'angular velocity data', 'inexpensive', 'user', 'standing', 'acceleration', 'behaviors', 'experiments', 'transitions', 'sitting', 'effectiveness', 'activity']",0.2857142857142857,0.5,0.36363636363636365,8,14,0.2,0.125,0.15384615384615385,0.2,0.25,0.22222222222222224,0.2857142857142857,0.5,0.36363636363636365,0.6281366884460875,0.3961940836940837
"['consultancy', 'mergers']","['success', 'mergers', 'consultancy kpmg', 'crucial', 'merger pitfalls paul diamond']",0.2,0.5,0.28571428571428575,2,5,0.2,0.5,0.28571428571428575,0.2,0.5,0.28571428571428575,0.2,0.5,0.28571428571428575,0.6052602440527058,0.41666666666666663
